report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
2016-05-21,Acre,state,microcephaly confirmed,BR0002,NA,NA,0,cases
2016-05-21,Alagoas,state,microcephaly confirmed,BR0002,NA,NA,70,cases
2016-05-21,Amapa,state,microcephaly confirmed,BR0002,NA,NA,7,cases
2016-05-21,Amazonas,state,microcephaly confirmed,BR0002,NA,NA,4,cases
2016-05-21,Bahia,state,microcephaly confirmed,BR0002,NA,NA,247,cases
2016-05-21,Ceara,state,microcephaly confirmed,BR0002,NA,NA,102,cases
2016-05-21,Distrito Federal,state,microcephaly confirmed,BR0002,NA,NA,5,cases
2016-05-21,Espirito Santo,state,microcephaly confirmed,BR0002,NA,NA,11,cases
2016-05-21,Goias,state,microcephaly confirmed,BR0002,NA,NA,14,cases
2016-05-21,Maranhao,state,microcephaly confirmed,BR0002,NA,NA,126,cases
2016-05-21,Mato Grosso,state,microcephaly confirmed,BR0002,NA,NA,15,cases
2016-05-21,Mato Grosso do Sul,state,microcephaly confirmed,BR0002,NA,NA,2,cases
2016-05-21,Minas Gerais,state,microcephaly confirmed,BR0002,NA,NA,3,cases
2016-05-21,Para,state,microcephaly confirmed,BR0002,NA,NA,1,cases
2016-05-21,Paraiba,state,microcephaly confirmed,BR0002,NA,NA,129,cases
2016-05-21,Parana,state,microcephaly confirmed,BR0002,NA,NA,4,cases
2016-05-21,Pernambuco,state,microcephaly confirmed,BR0002,NA,NA,359,cases
2016-05-21,Piaui,state,microcephaly confirmed,BR0002,NA,NA,82,cases
2016-05-21,Rio Grande do Norte,state,microcephaly confirmed,BR0002,NA,NA,108,cases
2016-05-21,Rio Grande do Sul,state,microcephaly confirmed,BR0002,NA,NA,5,cases
2016-05-21,Rio de Janeiro,state,microcephaly confirmed,BR0002,NA,NA,61,cases
2016-05-21,Rondonia,state,microcephaly confirmed,BR0002,NA,NA,4,cases
2016-05-21,Roraima,state,microcephaly confirmed,BR0002,NA,NA,8,cases
2016-05-21,Santa Catarina,state,microcephaly confirmed,BR0002,NA,NA,1,cases
2016-05-21,Sergipe,state,microcephaly confirmed,BR0002,NA,NA,50,cases
2016-05-21,Sao Paulo,state,microcephaly confirmed,BR0002,NA,NA,8,cases
2016-05-21,Tocantins,state,microcephaly confirmed,BR0002,NA,NA,8,cases
2016-05-21,Acre,state,microcephaly not,BR0003,NA,NA,17,cases
2016-05-21,Alagoas,state,microcephaly not,BR0003,NA,NA,155,cases
2016-05-21,Amapa,state,microcephaly not,BR0003,NA,NA,1,cases
2016-05-21,Amazonas,state,microcephaly not,BR0003,NA,NA,5,cases
2016-05-21,Bahia,state,microcephaly not,BR0003,NA,NA,210,cases
2016-05-21,Ceara,state,microcephaly not,BR0003,NA,NA,174,cases
2016-05-21,Distrito Federal,state,microcephaly not,BR0003,NA,NA,34,cases
2016-05-21,Espirito Santo,state,microcephaly not,BR0003,NA,NA,45,cases
2016-05-21,Goias,state,microcephaly not,BR0003,NA,NA,52,cases
2016-05-21,Maranhao,state,microcephaly not,BR0003,NA,NA,54,cases
2016-05-21,Mato Grosso,state,microcephaly not,BR0003,NA,NA,93,cases
2016-05-21,Mato Grosso do Sul,state,microcephaly not,BR0003,NA,NA,14,cases
2016-05-21,Minas Gerais,state,microcephaly not,BR0003,NA,NA,55,cases
2016-05-21,Para,state,microcephaly not,BR0003,NA,NA,0,cases
2016-05-21,Paraiba,state,microcephaly not,BR0003,NA,NA,439,cases
2016-05-21,Parana,state,microcephaly not,BR0003,NA,NA,27,cases
2016-05-21,Pernambuco,state,microcephaly not,BR0003,NA,NA,1068,cases
2016-05-21,Piaui,state,microcephaly not,BR0003,NA,NA,70,cases
2016-05-21,Rio Grande do Norte,state,microcephaly not,BR0003,NA,NA,53,cases
2016-05-21,Rio Grande do Sul,state,microcephaly not,BR0003,NA,NA,50,cases
2016-05-21,Rio de Janeiro,state,microcephaly not,BR0003,NA,NA,114,cases
2016-05-21,Rondonia,state,microcephaly not,BR0003,NA,NA,7,cases
2016-05-21,Roraima,state,microcephaly not,BR0003,NA,NA,7,cases
2016-05-21,Santa Catarina,state,microcephaly not,BR0003,NA,NA,4,cases
2016-05-21,Sergipe,state,microcephaly not,BR0003,NA,NA,39,cases
2016-05-21,Sao Paulo,state,microcephaly not,BR0003,NA,NA,112,cases
2016-05-21,Tocantins,state,microcephaly not,BR0003,NA,NA,33,cases
2016-05-21,Acre,state,microcephaly under investigation,BR0001,NA,NA,21,cases
2016-05-21,Alagoas,state,microcephaly under investigation,BR0001,NA,NA,69,cases
2016-05-21,Amapa,state,microcephaly under investigation,BR0001,NA,NA,2,cases
2016-05-21,Amazonas,state,microcephaly under investigation,BR0001,NA,NA,11,cases
2016-05-21,Bahia,state,microcephaly under investigation,BR0001,NA,NA,646,cases
2016-05-21,Ceara,state,microcephaly under investigation,BR0001,NA,NA,210,cases
2016-05-21,Distrito Federal,state,microcephaly under investigation,BR0001,NA,NA,2,cases
2016-05-21,Espirito Santo,state,microcephaly under investigation,BR0001,NA,NA,86,cases
2016-05-21,Goias,state,microcephaly under investigation,BR0001,NA,NA,68,cases
2016-05-21,Maranhao,state,microcephaly under investigation,BR0001,NA,NA,77,cases
2016-05-21,Mato Grosso,state,microcephaly under investigation,BR0001,NA,NA,109,cases
2016-05-21,Mato Grosso do Sul,state,microcephaly under investigation,BR0001,NA,NA,2,cases
2016-05-21,Minas Gerais,state,microcephaly under investigation,BR0001,NA,NA,54,cases
2016-05-21,Para,state,microcephaly under investigation,BR0001,NA,NA,29,cases
2016-05-21,Paraiba,state,microcephaly under investigation,BR0001,NA,NA,313,cases
2016-05-21,Parana,state,microcephaly under investigation,BR0001,NA,NA,6,cases
2016-05-21,Pernambuco,state,microcephaly under investigation,BR0001,NA,NA,541,cases
2016-05-21,Piaui,state,microcephaly under investigation,BR0001,NA,NA,15,cases
2016-05-21,Rio Grande do Norte,state,microcephaly under investigation,BR0001,NA,NA,264,cases
2016-05-21,Rio Grande do Sul,state,microcephaly under investigation,BR0001,NA,NA,23,cases
2016-05-21,Rio de Janeiro,state,microcephaly under investigation,BR0001,NA,NA,271,cases
2016-05-21,Rondonia,state,microcephaly under investigation,BR0001,NA,NA,4,cases
2016-05-21,Roraima,state,microcephaly under investigation,BR0001,NA,NA,9,cases
2016-05-21,Santa Catarina,state,microcephaly under investigation,BR0001,NA,NA,1,cases
2016-05-21,Sergipe,state,microcephaly under investigation,BR0001,NA,NA,142,cases
2016-05-21,Sao Paulo,state,microcephaly under investigation,BR0001,NA,NA,186,cases
2016-05-21,Tocantins,state,microcephaly under investigation,BR0001,NA,NA,96,cases
2016-05-21,Acre,state,municipality microcephaly,BR0004,NA,NA,NA,municipalities
2016-05-21,Alagoas,state,municipality microcephaly,BR0004,NA,NA,28,municipalities
2016-05-21,Amapa,state,municipality microcephaly,BR0004,NA,NA,4,municipalities
2016-05-21,Amazonas,state,municipality microcephaly,BR0004,NA,NA,1,municipalities
2016-05-21,Bahia,state,municipality microcephaly,BR0004,NA,NA,59,municipalities
2016-05-21,Ceara,state,municipality microcephaly,BR0004,NA,NA,44,municipalities
2016-05-21,Distrito Federal,state,municipality microcephaly,BR0004,NA,NA,1,municipalities
2016-05-21,Espirito Santo,state,municipality microcephaly,BR0004,NA,NA,8,municipalities
2016-05-21,Goias,state,municipality microcephaly,BR0004,NA,NA,12,municipalities
2016-05-21,Maranhao,state,municipality microcephaly,BR0004,NA,NA,60,municipalities
2016-05-21,Mato Grosso,state,municipality microcephaly,BR0004,NA,NA,5,municipalities
2016-05-21,Mato Grosso do Sul,state,municipality microcephaly,BR0004,NA,NA,2,municipalities
2016-05-21,Minas Gerais,state,municipality microcephaly,BR0004,NA,NA,3,municipalities
2016-05-21,Para,state,municipality microcephaly,BR0004,NA,NA,1,municipalities
2016-05-21,Paraiba,state,municipality microcephaly,BR0004,NA,NA,53,municipalities
2016-05-21,Parana,state,municipality microcephaly,BR0004,NA,NA,4,municipalities
2016-05-21,Pernambuco,state,municipality microcephaly,BR0004,NA,NA,103,municipalities
2016-05-21,Piaui,state,municipality microcephaly,BR0004,NA,NA,36,municipalities
2016-05-21,Rio Grande do Norte,state,municipality microcephaly,BR0004,NA,NA,42,municipalities
2016-05-21,Rio Grande do Sul,state,municipality microcephaly,BR0004,NA,NA,5,municipalities
2016-05-21,Rio de Janeiro,state,municipality microcephaly,BR0004,NA,NA,10,municipalities
2016-05-21,Rondonia,state,municipality microcephaly,BR0004,NA,NA,1,municipalities
2016-05-21,Roraima,state,municipality microcephaly,BR0004,NA,NA,2,municipalities
2016-05-21,Santa Catarina,state,municipality microcephaly,BR0004,NA,NA,1,municipalities
2016-05-21,Sergipe,state,municipality microcephaly,BR0004,NA,NA,16,municipalities
